Date,Time,CO.GT.,PT08.S1.CO.,NMHC.GT.,C6H6.GT.,PT08.S2.NMHC.,NOx.GT.,PT08.S3.NOx.,NO2.GT.,PT08.S4.NO2.,PT08.S5.O3.,T,RH,AH
24/01/2005,10.00.00,14,992,NA,57,800,327,797,183,1007,934,87,467,5249
24/01/2005,11.00.00,6,955,NA,54,783,240,844,151,976,845,100,406,4971
24/01/2005,12.00.00,5,959,NA,51,771,217,852,138,975,808,118,354,4877
24/01/2005,13.00.00,7,981,NA,58,804,191,829,127,997,783,107,372,4788
24/01/2005,14.00.00,7,947,NA,56,791,NA,825,NA,963,785,109,349,4560
24/01/2005,15.00.00,11,1023,NA,80,898,256,759,148,1034,899,107,331,4256
24/01/2005,16.00.00,13,1009,NA,71,860,287,787,172,993,922,106,342,4375
24/01/2005,17.00.00,10,1007,NA,76,884,278,780,163,1014,951,89,381,4341
24/01/2005,18.00.00,15,1054,NA,104,992,302,715,180,1092,1051,78,397,4206
24/01/2005,19.00.00,15,1018,NA,89,934,259,740,169,1014,967,73,422,4341
24/01/2005,20.00.00,12,976,NA,73,870,221,795,152,971,861,69,425,4257
24/01/2005,21.00.00,3,872,NA,36,689,142,970,107,866,631,66,432,4247
24/01/2005,22.00.00,-2000,805,NA,17,559,93,1183,75,781,466,64,417,4034
24/01/2005,23.00.00,-2000,800,NA,15,541,71,1250,58,779,407,61,426,4041
25/01/2005,00.00.00,-2000,785,NA,10,504,66,1306,57,760,387,59,418,3928
25/01/2005,01.00.00,-2000,757,NA,6,459,49,1447,44,735,337,57,415,3836
25/01/2005,02.00.00,-2000,751,NA,4,424,29,1583,29,726,303,55,424,3867
25/01/2005,03.00.00,-2000,766,NA,3,412,NA,1651,NA,763,295,45,520,4436
25/01/2005,04.00.00,-2000,759,NA,2,399,19,1696,19,749,288,43,516,4323
25/01/2005,05.00.00,-2000,758,NA,2,388,20,1785,20,765,274,37,563,4530
25/01/2005,06.00.00,-2000,761,NA,1,383,39,1745,35,787,289,33,581,4559
25/01/2005,07.00.00,-2000,762,NA,4,434,77,1556,60,763,318,39,473,3862
25/01/2005,08.00.00,2,869,NA,29,646,180,1068,115,876,476,43,459,3843
25/01/2005,09.00.00,7,938,NA,54,785,243,853,157,969,704,42,501,4168
25/01/2005,10.00.00,5,951,NA,51,769,236,856,147,1000,735,34,627,4943
25/01/2005,11.00.00,4,892,NA,38,702,297,935,188,924,735,50,514,4534
25/01/2005,12.00.00,3,876,NA,39,703,235,968,126,892,653,57,441,4063
25/01/2005,13.00.00,3,872,NA,36,686,186,972,114,880,603,52,445,3968
25/01/2005,14.00.00,4,893,NA,42,722,196,932,123,917,645,47,486,4194
25/01/2005,15.00.00,2,879,NA,36,687,167,980,107,914,564,45,510,4327
25/01/2005,16.00.00,4,896,NA,36,689,211,966,121,909,614,51,501,4432
25/01/2005,17.00.00,4,909,NA,39,706,194,928,118,923,658,50,504,4430
25/01/2005,18.00.00,7,958,NA,49,758,206,858,134,985,719,43,564,4721
25/01/2005,19.00.00,10,984,NA,58,803,211,813,142,1012,772,43,567,4760
25/01/2005,20.00.00,11,991,NA,61,814,197,790,133,1040,812,43,570,4771
25/01/2005,21.00.00,3,881,NA,28,638,139,990,106,910,583,35,603,4782
25/01/2005,22.00.00,1,853,NA,24,616,113,1071,87,870,491,41,525,4351
25/01/2005,23.00.00,-2000,804,NA,15,546,81,1194,67,796,400,39,506,4127
26/01/2005,00.00.00,-2000,788,NA,11,514,63,1285,55,771,354,39,477,3901
26/01/2005,01.00.00,-2000,788,NA,9,487,55,1346,49,769,329,40,478,3939
26/01/2005,02.00.00,-2000,763,NA,4,428,31,1532,30,757,296,39,509,4144
26/01/2005,03.00.00,-2000,771,NA,3,410,NA,1622,NA,765,283,30,577,4423
26/01/2005,04.00.00,-2000,747,NA,2,390,20,1775,20,738,266,33,528,4137
26/01/2005,05.00.00,-2000,744,NA,1,383,17,1881,17,720,253,27,539,4062
26/01/2005,06.00.00,-2000,774,NA,5,441,42,1646,35,760,282,28,544,4110
26/01/2005,07.00.00,-2000,800,NA,9,492,90,1310,71,783,353,36,490,3915
26/01/2005,08.00.00,3,896,NA,33,668,227,1043,136,887,519,33,502,3934
26/01/2005,09.00.00,6,913,NA,44,733,250,902,163,901,681,35,475,3778
26/01/2005,10.00.00,3,871,NA,28,638,219,1022,143,860,583,43,494,4136
26/01/2005,11.00.00,1,872,NA,32,662,211,1007,134,874,628,45,484,4131
26/01/2005,12.00.00,1,858,NA,27,634,189,1053,130,868,566,43,500,4199
26/01/2005,13.00.00,2,876,NA,35,683,180,993,122,894,572,43,497,4166
26/01/2005,14.00.00,5,900,NA,48,751,197,891,129,913,637,49,453,3955
26/01/2005,15.00.00,3,864,NA,34,678,198,987,132,866,579,56,424,3884
26/01/2005,16.00.00,3,902,NA,42,721,203,924,133,900,666,57,431,3984
26/01/2005,17.00.00,3,916,NA,42,720,188,912,126,922,707,48,497,4305
26/01/2005,18.00.00,10,1004,NA,85,918,294,752,177,1033,990,51,430,3821
26/01/2005,19.00.00,14,1024,NA,92,945,302,729,185,1073,1026,53,444,3970
26/01/2005,20.00.00,14,1011,NA,76,884,261,763,169,1048,910,49,479,4180
26/01/2005,21.00.00,11,1006,NA,62,822,232,794,151,1025,897,47,508,4398
26/01/2005,22.00.00,4,913,NA,29,645,154,966,114,922,651,46,548,4704
26/01/2005,23.00.00,2,905,NA,25,620,120,986,90,904,598,40,568,4688
27/01/2005,00.00.00,2,872,NA,26,628,117,1009,87,857,560,42,468,3900
27/01/2005,01.00.00,2,843,NA,22,597,108,1059,83,808,527,45,420,3571
27/01/2005,02.00.00,2,863,NA,25,622,97,1025,74,826,574,41,421,3487
27/01/2005,03.00.00,-2000,791,NA,8,480,NA,1259,NA,738,422,45,397,3379
27/01/2005,04.00.00,-2000,769,NA,3,412,28,1481,28,727,326,44,422,3571
27/01/2005,05.00.00,4,778,NA,3,417,27,1531,26,745,312,41,459,3804
27/01/2005,06.00.00,5,801,NA,7,470,81,1313,61,762,382,43,425,3556
27/01/2005,07.00.00,7,827,NA,14,533,129,1198,91,775,488,46,381,3267
27/01/2005,08.00.00,19,1038,NA,66,837,336,822,184,972,915,46,394,3367
27/01/2005,09.00.00,24,1040,NA,84,917,335,739,204,1038,1021,48,419,3634
27/01/2005,10.00.00,20,980,NA,55,790,318,839,185,934,897,59,402,3760
27/01/2005,11.00.00,13,912,NA,35,683,201,961,125,872,699,70,384,3861
27/01/2005,12.00.00,10,887,NA,30,649,166,1009,104,854,588,66,402,3944
27/01/2005,13.00.00,12,922,NA,41,716,192,930,115,893,643,66,412,4046
27/01/2005,14.00.00,15,928,NA,47,748,198,900,126,900,685,73,368,3779
27/01/2005,15.00.00,13,921,NA,45,736,198,921,125,881,673,73,350,3584
27/01/2005,16.00.00,15,905,NA,47,747,223,924,139,850,691,70,335,3367
27/01/2005,17.00.00,15,906,NA,51,769,224,913,142,865,726,65,324,3155
27/01/2005,18.00.00,21,981,NA,77,886,266,819,170,928,912,57,339,3131
27/01/2005,19.00.00,26,1053,NA,103,987,326,750,195,1025,1048,50,361,3178
27/01/2005,20.00.00,30,1086,NA,115,1032,343,717,202,1049,1136,47,383,3306
27/01/2005,21.00.00,20,967,NA,60,811,243,863,168,911,909,45,399,3390
27/01/2005,22.00.00,14,902,NA,36,689,177,995,128,838,719,43,411,3451
27/01/2005,23.00.00,13,916,NA,43,725,155,953,115,855,746,40,431,3551
28/01/2005,00.00.00,12,895,NA,34,677,143,999,111,827,700,37,460,3701
28/01/2005,01.00.00,11,866,NA,24,613,124,1075,97,810,579,33,474,3716
28/01/2005,02.00.00,9,861,NA,20,585,94,1120,77,807,553,30,491,3774
28/01/2005,03.00.00,8,845,NA,14,534,NA,1146,NA,781,519,35,480,3822
28/01/2005,04.00.00,6,849,NA,12,522,56,1158,51,779,467,36,480,3835
28/01/2005,05.00.00,5,818,NA,9,486,58,1282,49,781,422,40,478,3919
28/01/2005,06.00.00,6,864,NA,16,554,105,1159,79,819,545,41,481,3975
28/01/2005,07.00.00,7,856,NA,17,559,122,1138,92,810,556,41,474,3926
28/01/2005,08.00.00,16,1024,NA,62,823,274,827,167,992,879,42,487,4073
28/01/2005,09.00.00,22,1050,NA,82,909,342,742,206,1055,993,41,498,4117
28/01/2005,10.00.00,18,984,NA,64,832,296,822,184,966,892,43,484,4043
28/01/2005,11.00.00,15,990,NA,59,808,279,838,176,975,901,46,497,4271
28/01/2005,12.00.00,18,970,NA,57,798,325,842,191,941,874,45,496,4210
28/01/2005,13.00.00,14,943,NA,53,781,222,871,147,925,722,44,484,4087
28/01/2005,14.00.00,21,994,NA,73,871,279,793,174,997,836,47,472,4075
28/01/2005,15.00.00,16,932,NA,51,767,248,888,167,920,669,42,495,4118
28/01/2005,16.00.00,13,891,NA,39,706,193,949,138,860,600,34,507,3991
28/01/2005,17.00.00,19,NA,NA,-2000,NA,256,NA,164,NA,NA,NA,NA,NA
28/01/2005,18.00.00,24,NA,NA,-2000,NA,288,NA,190,NA,NA,NA,NA,NA
28/01/2005,19.00.00,30,NA,NA,-2000,NA,300,NA,198,NA,NA,NA,NA,NA
28/01/2005,20.00.00,19,NA,NA,-2000,NA,224,NA,155,NA,NA,NA,NA,NA
28/01/2005,21.00.00,18,NA,NA,-2000,NA,219,NA,153,NA,NA,NA,NA,NA
28/01/2005,22.00.00,11,NA,NA,-2000,NA,145,NA,110,NA,NA,NA,NA,NA
28/01/2005,23.00.00,11,NA,NA,-2000,NA,115,NA,91,NA,NA,NA,NA,NA
29/01/2005,00.00.00,11,NA,NA,-2000,NA,136,NA,105,NA,NA,NA,NA,NA
29/01/2005,01.00.00,10,NA,NA,-2000,NA,107,NA,85,NA,NA,NA,NA,NA
29/01/2005,02.00.00,7,793,NA,8,480,70,1306,60,745,376,19,497,3528
29/01/2005,03.00.00,6,790,NA,6,455,NA,1376,NA,751,336,16,529,3692
29/01/2005,04.00.00,5,776,NA,5,445,37,1460,34,737,330,14,538,3687
29/01/2005,05.00.00,5,766,NA,5,448,33,1494,31,734,321,10,547,3657
29/01/2005,06.00.00,4,774,NA,6,458,43,1473,37,735,334,14,523,3591
29/01/2005,07.00.00,5,801,NA,9,494,73,1324,58,754,395,16,510,3561
29/01/2005,08.00.00,8,847,NA,20,586,125,1163,92,814,473,14,531,3642
29/01/2005,09.00.00,11,874,NA,28,641,154,1022,110,857,553,17,541,3785
29/01/2005,10.00.00,11,879,NA,28,642,140,1027,101,836,545,25,510,3778
29/01/2005,11.00.00,11,888,NA,30,652,150,1025,96,833,547,29,487,3706
29/01/2005,12.00.00,11,873,NA,24,610,139,1051,102,819,527,36,458,3674
29/01/2005,13.00.00,11,877,NA,25,618,135,1027,96,830,505,31,481,3722
29/01/2005,14.00.00,12,893,NA,30,653,152,987,102,845,550,34,466,3668
29/01/2005,15.00.00,10,866,NA,22,602,121,1071,88,809,465,37,458,3697
29/01/2005,16.00.00,12,873,NA,26,629,122,1049,87,817,467,44,437,3688
29/01/2005,17.00.00,13,911,NA,34,676,167,998,115,855,555,40,449,3689
29/01/2005,18.00.00,14,908,NA,30,653,165,980,118,847,551,33,468,3671
29/01/2005,19.00.00,13,907,NA,31,657,190,981,134,844,569,31,481,3707
29/01/2005,20.00.00,14,925,NA,34,678,176,960,125,861,594,28,490,3700
29/01/2005,21.00.00,15,920,NA,29,649,196,983,140,849,598,31,474,3661
29/01/2005,22.00.00,10,865,NA,17,561,103,1102,83,791,434,29,490,3725
29/01/2005,23.00.00,10,867,NA,16,553,91,1136,73,792,412,28,491,3726
30/01/2005,00.00.00,11,900,NA,23,604,119,1051,92,815,469,29,497,3782
30/01/2005,01.00.00,13,901,NA,22,599,147,1023,109,825,515,38,465,3762
30/01/2005,02.00.00,10,863,NA,17,560,101,1107,82,787,430,32,469,3658
30/01/2005,03.00.00,11,884,NA,22,599,NA,1065,NA,813,503,31,452,3504
30/01/2005,04.00.00,-2000,873,NA,18,565,102,1097,83,793,494,31,448,3473
30/01/2005,05.00.00,6,806,NA,6,459,55,1322,50,728,368,31,444,3420
30/01/2005,06.00.00,5,801,NA,6,454,51,1374,44,727,348,30,434,3337
30/01/2005,07.00.00,4,790,NA,4,431,53,1439,49,722,354,28,438,3308
30/01/2005,08.00.00,5,805,NA,7,465,74,1358,62,736,382,27,432,3259
30/01/2005,09.00.00,7,843,NA,12,520,113,1202,85,762,450,33,423,3299
30/01/2005,10.00.00,8,849,NA,14,537,107,1148,82,757,460,46,390,3330
30/01/2005,11.00.00,8,872,NA,20,583,101,1126,77,765,441,56,375,3426
30/01/2005,12.00.00,10,890,NA,20,585,129,1097,92,776,454,72,342,3488
30/01/2005,13.00.00,9,874,NA,16,552,126,1128,95,760,415,69,356,3561
30/01/2005,14.00.00,9,863,NA,16,553,132,1133,95,742,419,82,301,3281
30/01/2005,15.00.00,9,840,NA,18,566,101,1176,76,717,368,76,279,2927
30/01/2005,16.00.00,10,845,NA,18,569,128,1151,95,709,397,79,259,2774
30/01/2005,17.00.00,10,888,NA,26,625,170,1062,118,763,510,78,283,3017
30/01/2005,18.00.00,11,845,NA,20,582,174,1120,123,719,473,63,288,2772
30/01/2005,19.00.00,12,880,NA,28,641,215,1077,140,759,537,54,301,2726
30/01/2005,20.00.00,16,917,NA,39,708,248,972,163,787,670,50,311,2730
30/01/2005,21.00.00,17,927,NA,41,715,247,965,164,797,711,46,338,2898
30/01/2005,22.00.00,11,868,NA,24,615,154,1095,120,752,551,43,366,3064
30/01/2005,23.00.00,13,932,NA,35,685,186,996,130,820,670,40,390,3203
31/01/2005,00.00.00,17,971,NA,46,741,231,901,145,864,771,29,428,3276
31/01/2005,01.00.00,15,891,NA,30,650,174,987,126,782,586,34,389,3076
31/01/2005,02.00.00,8,806,NA,10,495,68,1282,61,685,355,40,364,2982
31/01/2005,03.00.00,5,787,NA,5,446,NA,1395,NA,657,310,40,364,2989
31/01/2005,04.00.00,4,791,NA,4,435,39,1486,37,668,292,37,377,3024
31/01/2005,05.00.00,4,787,NA,3,415,39,1474,37,667,293,34,389,3075
31/01/2005,06.00.00,4,814,NA,6,449,54,1363,50,674,328,37,375,3012
31/01/2005,07.00.00,7,844,NA,14,538,158,1164,109,726,479,37,352,2833
31/01/2005,08.00.00,18,1049,NA,71,863,350,826,198,923,979,37,339,2732
31/01/2005,09.00.00,-2000,1201,NA,140,1116,NA,617,NA,1130,1469,44,388,3280
31/01/2005,10.00.00,35,1293,NA,151,1153,584,602,283,1141,1667,66,344,3359
31/01/2005,11.00.00,28,1121,NA,125,1066,478,683,256,1040,1378,100,224,2753
31/01/2005,12.00.00,31,1112,NA,128,1078,563,683,261,1028,1426,119,186,2581
31/01/2005,13.00.00,25,1060,NA,119,1048,414,707,181,983,1246,125,172,2477
31/01/2005,14.00.00,27,1056,NA,117,1040,398,711,194,976,1187,132,173,2606
31/01/2005,15.00.00,29,1131,NA,147,1139,451,643,214,1097,1363,135,187,2872
31/01/2005,16.00.00,32,1162,NA,157,1170,503,618,204,1131,1425,141,182,2908
31/01/2005,17.00.00,41,1283,NA,211,1328,640,552,228,1294,1722,130,203,3030
31/01/2005,18.00.00,61,1414,NA,274,1490,843,488,270,1433,2051,104,247,3116
31/01/2005,19.00.00,68,1486,NA,308,1570,954,455,285,1557,2179,86,298,3344
31/01/2005,20.00.00,68,1523,NA,292,1533,984,456,282,1532,2214,73,368,3771
31/01/2005,21.00.00,37,1283,NA,150,1149,586,587,235,1148,1799,63,394,3795
31/01/2005,22.00.00,21,1109,NA,71,863,360,737,208,960,1527,54,435,3922
31/01/2005,23.00.00,14,1055,NA,54,782,231,798,161,940,1377,51,456,4056
01/02/2005,00.00.00,13,1038,NA,48,756,200,813,146,921,1317,42,494,4120
01/02/2005,01.00.00,11,996,NA,38,698,153,871,123,894,1228,41,501,4150
01/02/2005,02.00.00,10,995,NA,35,680,135,879,109,904,1201,41,515,4263
01/02/2005,03.00.00,9,1000,NA,33,670,NA,868,NA,917,1158,37,575,4621
01/02/2005,04.00.00,8,1042,NA,36,688,196,814,115,935,1204,25,648,4807
01/02/2005,05.00.00,9,1042,NA,38,701,208,795,114,945,1216,18,689,4878
01/02/2005,06.00.00,11,1024,NA,42,724,241,814,122,944,1198,20,649,4661
01/02/2005,07.00.00,16,1147,NA,77,886,417,702,149,1056,1381,22,653,4730
01/02/2005,08.00.00,37,1496,NA,200,1298,896,492,187,1441,1873,31,640,4938
01/02/2005,09.00.00,48,1541,NA,221,1353,966,449,198,1492,2112,37,617,4967
01/02/2005,10.00.00,41,1491,NA,172,1215,878,503,196,1343,2038,44,588,4979
01/02/2005,11.00.00,45,1533,NA,214,1334,985,466,218,1434,2118,58,541,5020
01/02/2005,12.00.00,45,1507,NA,198,1292,1017,479,227,1379,2110,73,508,5226
01/02/2005,13.00.00,37,1451,NA,188,1264,683,497,181,1408,1965,95,472,5589
01/02/2005,14.00.00,42,1432,NA,188,1264,660,487,179,1476,1888,118,444,6118
01/02/2005,15.00.00,33,1408,NA,167,1202,492,506,151,1411,1774,127,455,6648
01/02/2005,16.00.00,32,1377,NA,144,1129,497,540,162,1392,1626,135,448,6898
01/02/2005,17.00.00,36,1454,NA,163,1190,562,508,165,1434,1761,123,489,6967
01/02/2005,18.00.00,35,1268,NA,144,1128,539,573,173,1255,1533,108,403,5201
01/02/2005,19.00.00,41,1259,NA,170,1211,502,559,188,1243,1531,94,367,4324
01/02/2005,20.00.00,40,1261,NA,148,1143,452,595,186,1208,1477,83,395,4318
01/02/2005,21.00.00,33,1133,NA,98,971,357,683,172,1059,1332,78,413,4389
01/02/2005,22.00.00,30,1054,NA,61,818,289,777,150,966,1210,73,438,4505
01/02/2005,23.00.00,26,1055,NA,54,783,221,805,137,969,1167,67,476,4688
02/02/2005,00.00.00,26,1059,NA,47,747,204,820,133,964,1133,66,512,5007
02/02/2005,01.00.00,26,1063,NA,51,769,183,807,122,993,1109,64,526,5074
02/02/2005,02.00.00,29,1135,NA,69,854,222,722,130,1065,1218,53,578,5177
02/02/2005,03.00.00,29,1126,NA,73,869,NA,680,NA,1075,1222,34,667,5281
02/02/2005,04.00.00,25,1058,NA,48,753,210,764,121,986,1149,33,668,5215
02/02/2005,05.00.00,20,1040,NA,36,688,185,846,115,920,1090,37,629,5059
02/02/2005,06.00.00,22,1069,NA,45,737,257,792,125,946,1114,26,675,5034
02/02/2005,07.00.00,24,1042,NA,52,771,297,795,136,941,1089,35,609,4857
02/02/2005,08.00.00,40,1322,NA,151,1151,573,566,174,1286,1446,27,634,4787
02/02/2005,09.00.00,67,1549,NA,273,1485,883,422,224,1638,1930,28,642,4859
02/02/2005,10.00.00,56,1416,NA,196,1285,824,501,230,1390,1809,58,531,4942
02/02/2005,11.00.00,43,1337,NA,148,1143,693,560,205,1236,1769,97,401,4832
02/02/2005,12.00.00,40,1281,NA,145,1132,714,577,204,1206,1696,127,300,4398
02/02/2005,13.00.00,26,1037,NA,101,981,388,721,139,1000,1086,137,207,3221
02/02/2005,14.00.00,22,1028,NA,101,983,337,728,133,979,1048,137,199,3114
02/02/2005,15.00.00,19,984,NA,83,913,326,762,127,930,990,141,181,2884
02/02/2005,16.00.00,18,1010,NA,90,940,329,759,124,960,1027,145,180,2956
02/02/2005,17.00.00,31,1113,NA,134,1096,465,645,158,1092,1359,132,204,3074
02/02/2005,18.00.00,48,1253,NA,195,1284,612,536,171,1285,1618,105,251,3194
02/02/2005,19.00.00,58,1400,NA,278,1499,759,461,193,1527,1869,89,314,3597
02/02/2005,20.00.00,59,1470,NA,314,1584,771,436,195,1641,2033,82,362,3953
02/02/2005,21.00.00,41,1281,NA,156,1168,655,571,212,1195,1756,67,396,3906
02/02/2005,22.00.00,18,1084,NA,70,855,332,748,193,939,1446,58,420,3904
02/02/2005,23.00.00,17,1097,NA,78,892,287,719,167,979,1423,49,459,3999
03/02/2005,00.00.00,17,1032,NA,56,791,242,793,156,915,1278,45,479,4079
03/02/2005,01.00.00,15,1046,NA,60,812,242,782,153,940,1265,39,516,4226
03/02/2005,02.00.00,11,975,NA,39,707,192,860,128,902,1107,34,547,4323
03/02/2005,03.00.00,9,932,NA,28,642,NA,950,NA,871,1014,33,561,4379
03/02/2005,04.00.00,-2000,926,NA,26,623,134,954,96,873,1011,20,608,4337
03/02/2005,05.00.00,3,932,NA,29,645,142,916,105,882,1006,12,637,4327
03/02/2005,06.00.00,4,937,NA,28,640,194,923,130,870,1010,21,603,4368
03/02/2005,07.00.00,6,996,NA,42,724,216,861,134,938,1067,13,631,4322
03/02/2005,08.00.00,30,1382,NA,167,1202,728,534,275,1352,1630,13,648,4410
03/02/2005,09.00.00,56,1544,NA,291,1530,975,416,309,1706,2030,21,622,4491
03/02/2005,10.00.00,49,1429,NA,207,1317,947,495,322,1425,1916,51,508,4499
03/02/2005,11.00.00,35,1312,NA,155,1164,790,570,333,1230,1761,85,397,4425
03/02/2005,12.00.00,22,1205,NA,103,989,551,643,235,1084,1597,115,330,4476
03/02/2005,13.00.00,27,1322,NA,138,1110,565,568,241,1208,1776,122,343,4864
03/02/2005,14.00.00,27,1301,NA,127,1074,532,574,214,1255,1636,135,350,5396
03/02/2005,15.00.00,21,1280,NA,114,1030,459,597,174,1246,1480,149,349,5869
03/02/2005,16.00.00,20,1256,NA,102,986,407,612,157,1240,1413,157,345,6111
03/02/2005,17.00.00,24,1358,NA,143,1128,434,545,170,1344,1611,147,372,6180
03/02/2005,18.00.00,67,1713,NA,324,1605,980,383,212,1870,2186,122,448,6342
03/02/2005,19.00.00,64,1655,NA,290,1527,966,393,249,1758,2203,103,524,6578
03/02/2005,20.00.00,39,1444,NA,176,1227,646,485,231,1414,1891,93,555,6503
03/02/2005,21.00.00,27,1314,NA,126,1069,471,571,216,1271,1662,83,576,6304
03/02/2005,22.00.00,30,1368,NA,155,1164,528,524,217,1350,1674,63,651,6237
03/02/2005,23.00.00,21,1195,NA,91,943,378,645,203,1149,1462,65,631,6132
04/02/2005,00.00.00,12,1083,NA,64,828,235,734,161,1067,1273,60,627,5890
04/02/2005,01.00.00,12,1055,NA,51,771,217,781,147,1030,1174,51,654,5797
04/02/2005,02.00.00,7,973,NA,33,672,141,887,111,954,1031,47,646,5568
04/02/2005,03.00.00,9,1039,NA,53,777,NA,778,NA,1031,1082,29,722,5523
04/02/2005,04.00.00,8,949,NA,31,657,158,895,115,948,991,50,635,5575
04/02/2005,05.00.00,4,920,NA,22,601,87,974,80,920,925,39,655,5367
04/02/2005,06.00.00,7,989,NA,39,703,194,843,122,988,1017,18,745,5271
04/02/2005,07.00.00,14,1100,NA,69,854,401,714,186,1075,1187,18,737,5198
04/02/2005,08.00.00,40,1411,NA,197,1288,887,492,306,1472,1638,23,709,5182
04/02/2005,09.00.00,39,1328,NA,201,1300,654,499,301,1405,1672,44,611,5176
04/02/2005,10.00.00,31,1308,NA,163,1189,566,534,274,1325,1656,77,498,5267
04/02/2005,11.00.00,32,1280,NA,143,1127,649,558,247,1277,1641,121,369,5212
04/02/2005,12.00.00,15,1056,NA,70,857,309,735,169,1028,1117,150,285,4821
04/02/2005,13.00.00,12,1019,NA,63,825,229,781,138,994,901,145,283,4665
04/02/2005,14.00.00,19,1084,NA,86,923,312,712,149,1085,1046,129,318,4707
04/02/2005,15.00.00,15,998,NA,66,841,276,792,165,979,884,121,323,4548
04/02/2005,16.00.00,14,987,NA,61,816,236,816,156,959,821,113,335,4476
04/02/2005,17.00.00,19,1079,NA,88,932,312,719,184,1018,1056,114,326,4373
04/02/2005,18.00.00,22,1096,NA,94,954,345,687,197,1085,1139,91,378,4372
04/02/2005,19.00.00,30,1146,NA,118,1043,386,639,204,1169,1248,81,410,4458
04/02/2005,20.00.00,26,1125,NA,113,1025,356,653,207,1147,1200,77,419,4409
04/02/2005,21.00.00,28,1130,NA,97,968,467,680,208,1102,1220,71,439,4433
04/02/2005,22.00.00,16,1017,NA,58,805,287,807,174,958,1032,63,458,4408
04/02/2005,23.00.00,13,1017,NA,53,776,239,843,157,946,971,60,461,4351
05/02/2005,00.00.00,16,1041,NA,53,778,266,828,166,947,1011,55,490,4471
05/02/2005,01.00.00,15,1034,NA,51,769,261,816,167,952,1049,49,520,4548
05/02/2005,02.00.00,13,1009,NA,48,751,223,828,154,939,1053,41,547,4536
05/02/2005,03.00.00,16,1105,NA,64,828,NA,735,NA,997,1157,21,642,4633
05/02/2005,04.00.00,20,1084,NA,70,859,272,703,164,1017,1163,15,662,4571
05/02/2005,05.00.00,13,989,NA,44,731,226,815,149,936,1018,10,677,4523
05/02/2005,06.00.00,9,1047,NA,56,792,250,757,150,957,1121,8,699,4591
05/02/2005,07.00.00,14,1091,NA,73,868,402,705,205,1021,1200,13,672,4598
05/02/2005,08.00.00,31,1263,NA,127,1074,708,614,283,1198,1403,20,636,4564
05/02/2005,09.00.00,41,1165,NA,113,1024,759,646,310,1134,1365,41,527,4345
05/02/2005,10.00.00,13,966,NA,49,760,302,877,200,890,940,75,392,4091
05/02/2005,11.00.00,9,927,NA,38,702,210,932,147,847,750,90,345,3980
05/02/2005,12.00.00,10,909,NA,34,678,180,960,128,838,652,92,345,4025
05/02/2005,13.00.00,10,941,NA,42,723,165,922,121,880,643,93,338,3981
05/02/2005,14.00.00,11,903,NA,37,696,180,932,129,850,629,93,331,3874
05/02/2005,15.00.00,8,891,NA,33,668,147,991,110,819,549,97,308,3716
05/02/2005,16.00.00,10,904,NA,34,674,177,968,126,824,578,96,311,3718
05/02/2005,17.00.00,9,900,NA,31,659,157,990,121,807,582,86,328,3669
05/02/2005,18.00.00,9,926,NA,43,725,195,933,142,847,694,72,350,3567
05/02/2005,19.00.00,16,999,NA,62,821,263,846,174,915,926,64,368,3566
05/02/2005,20.00.00,14,994,NA,52,774,239,854,168,917,915,60,402,3773
05/02/2005,21.00.00,14,1010,NA,58,801,267,826,180,944,986,55,426,3874
05/02/2005,22.00.00,11,938,NA,35,685,214,934,157,870,840,49,437,3809
05/02/2005,23.00.00,12,983,NA,49,760,236,869,162,898,939,42,432,3605
06/02/2005,00.00.00,18,963,NA,47,749,251,900,173,834,869,40,392,3228
06/02/2005,01.00.00,14,962,NA,49,756,255,902,176,843,908,37,401,3230
06/02/2005,02.00.00,14,980,NA,50,761,235,854,172,876,1051,31,471,3638
06/02/2005,03.00.00,9,914,NA,29,644,NA,972,NA,832,922,26,488,3658
06/02/2005,04.00.00,-2000,898,NA,26,624,129,987,108,825,871,8,538,3542
06/02/2005,05.00.00,8,854,NA,18,572,95,1070,88,788,793,12,519,3515
06/02/2005,06.00.00,7,838,NA,13,531,95,1146,85,774,753,10,522,3489
06/02/2005,07.00.00,7,831,NA,15,543,100,1132,88,787,737,6,533,3467
06/02/2005,08.00.00,6,833,NA,13,526,110,1169,94,771,722,8,528,3468
06/02/2005,09.00.00,8,870,NA,20,582,149,1091,115,791,737,3,537,3424
06/02/2005,10.00.00,13,984,NA,43,727,197,891,137,908,913,41,429,3551
06/02/2005,11.00.00,20,1065,NA,67,844,351,780,212,979,1117,80,333,3591
06/02/2005,12.00.00,17,968,NA,46,743,249,886,173,840,774,107,252,3242
06/02/2005,13.00.00,12,911,NA,35,683,188,981,135,790,558,111,235,3105
06/02/2005,14.00.00,10,868,NA,21,590,127,1081,100,753,420,106,260,3320
06/02/2005,15.00.00,8,868,NA,19,576,96,1128,78,755,363,103,277,3481
06/02/2005,16.00.00,10,904,NA,27,633,138,1040,100,789,410,102,283,3516
06/02/2005,17.00.00,14,944,NA,37,693,217,928,150,832,568,92,299,3479
06/02/2005,18.00.00,11,925,NA,29,649,186,1003,142,819,570,69,364,3635
06/02/2005,19.00.00,16,985,NA,45,736,227,891,165,875,774,60,380,3584
