Rank,Grade,Channel,Uploads,Subscribers,Views
1677,A-,Indonesian Idol Junior,36,239887,42267265
1678,A-,Beyond Wrestling,1820,885521,372804421
1679,A-,ABP ANANDA,48516,898453,294368764
1680,A-,Grace's World,200,1504202,1366807569
1681,A-,Naiara Azevedo,116,4090068,1289841608
1682,A-,Tollywood Nagar,6926,782692,457705694
1683,A-,DARK SECRETS,144,5573654,427334348
1684,A-,Pyaar Lafzon Mein Kahan,241,1864611,473597788
1685,A-,Jokeasses,50,367360,45664161
1686,A-,BanderitaX,683,1833426,226114641
1687,A-,KanhaiyaCassette,2621,976564,496709082
1688,A-,Говорящий Том и…,294,2303847,904811881
1689,A-,RK Duggal Studios,601,2062324,519477163
1690,A-,Candy Play TV,347,2652980,926289053
1691,A-,SuperToyzCollector,109,517753,92106416
1692,A-,Las Aventuras de Dani y Evan,294,471814,205519592
1693,A-,Cambodia Wilderness,14,1167945,274461988
1694,A-,Real Madrid Rueda de Prensa,1724,69107,23150848
1695,A-,442oons,904,2109057,1223911603
1696,A-,TVBS NEWS,161245,581582,1048630388
1697,A-,Kanak News,37547,816774,409424537
1698,A-,BiBaBo Nerf War,206,NA,461666362
1699,A-,Pueblo Teehee - Canciones…,170,647430,239043709
1700,A-,ЮМОР ICTV -…,4736,1211864,644795263
1701,A-,Cloudy Network,20,118031,88441193
1702,A-,БЕРИ И ДЕЛАЙ,985,2273304,354198335
1703,A-,Team Edge,435,4784584,1390855431
1704,A-,Learn Colors For Kids,45,1026798,324889035
1705,A-,TheSoundYouNeed,322,4712175,1915854909
1706,A-,vicentefernandezVEVO,450,1208069,1444730410
1707,A-,МАМА+,72,527203,124754652
1708,A-,Ouu Ouu,140,NA,231203946
1709,A-,AlNaharDrama,4087,2326062,1315094092
1710,A-,FEM,318,88325,72530720
1711,A-,창현거리노래방 쏭카페KPOP…,4328,1583176,785040920
1712,A-,FamousTubeKIDS,275,1053443,252580086
1713,A-,PitbullVEVO,193,10165068,7396809370
1714,A-,DreadMarIVEVO,55,924624,589540058
1715,A-,TV-People,11793,1586613,1606875014
1716,A-,Karina Garcia,276,8194242,1195875995
1717,A-,Just4fun290,1987,2695708,4820922981
1718,A-,スカイピース,845,2007520,953669641
1719,A-,ANAK PINTAR,399,787266,162288125
1720,A-,"Fran, Bel e Nina Kids",556,2389125,379816486
1721,A-,BiboBobi TV,39,NA,149522075
1722,A-,Radio Mirchi,2045,2639985,829180154
1723,A-,JAGRUK,147,373749,29478827
1724,A-,OWN,14328,2413227,1255172556
1725,A-,Toy Kids★トイキッズ,786,772394,910185222
1726,A-,wisinofficalVEVO,76,4583041,3336730939
1727,A-,Nerf War Movies,227,NA,436994549
1728,A-,7-Second Riddles,944,1362634,368563156
1729,A-,VISION l الرؤية,285,635559,215744157
1730,A-,Un Poco De Todo - Plech,273,1253541,171094975
1731,A-,WhatsUpMoms,692,2298236,1324363586
1732,A-,Nintendo,2991,4539096,1429680199
1733,A-,Xiaomi Italia,39,2013,38763948
1734,A-,Dream English Kids,413,1455153,1048777855
1735,A-,Medcezir,1218,1283264,1273291907
1736,A-,fixiki,626,3739482,4189627421
1737,A-,AndresCepedaVEVO,47,414496,282709616
1738,A-,Armada Music,11107,3880265,2619201512
1739,A-,JONAS,715,2448238,581291174
1740,A-,CoCosToy English,612,876931,550126403
1741,A-,WorldMusic TV,17,608749,25828777
1742,A-,japanesestuffchannel,2867,1663498,926277982
1743,A-,MeghanTrainorVEVO,43,8855711,5328137152
1744,A-,Humble Music,191,2285762,645138394
1745,A-,Bia Lobo,215,1945861,619728684
1746,A-,Oneindia Hindi |…,28825,2113363,711870103
1747,A-,Lu Li Pampín,75,499680,145354233
1748,A-,LP colors TV,212,39801,22147706
1749,A-,SBS Culture,99544,322193,402883303
1750,A-,Amelka Karamelka,326,793421,414764587
1751,A-,Kênh Bé Yêu,185,NA,82967854
1752,A-,NewShowBiz完全娛樂,5386,404191,341743870
1753,A-,5SOSVEVO,57,3991709,984307410
1754,A-,BritneySpearsVEVO,99,5247356,4422204720
1755,A-,Viki Global TV,4885,1229226,676998380
1756,A-,DisneyMusicLAVEVO,82,2205852,830206387
1757,A-,MCVMedia,8780,1625808,1998650689
1758,A-,Zombie V4 [ Tiến Xinh Trai ],3043,2699793,1222507000
1759,A-,20th Century Fox,1847,3113635,1773496880
1760,A-,Funny English For Kids,15,611644,161466617
1761,A-,Rammstein Official,97,2282998,1275767700
1762,A-,Elhiwar Ettounsi,7951,1776869,1213479853
1763,A-,นักผจญเพลง…,690,896418,336175311
1764,A-,Свинка Пеппа…,306,1266976,935444814
1765,A-,22funMedia,626,378217,222711238
1766,A-,Yashi Films,228,893916,203162567
1767,A-,Red finger family,46,NA,31932333
1768,A-,ZEDDVEVO,50,4058450,1639989625
1769,A-,BuzzPranks,1332,2392878,987468720
1770,A-,GNP Music,553,2077670,1143536114
1771,A-,League of Legends,901,9084570,2127728712
1772,A-,Kids Monster,1847,1028609,478101482
1773,A-,YEAH1 MUSIC,3226,1916778,1949370879
1774,A-,Gibby :),120,7344119,1303300481
1775,A-,더블비,189,916562,222990000
1776,A-,Pineapple StormTV,100,2663893,580359849
1777,A-,Waheed Shirzay,160,76054,30405288
1778,A-,Santander Brasil,721,473195,413137306
1779,A-,Playing with Kids,331,NA,250503090
1780,A-,Elizabeth Swims,482,1114229,521064459
1781,A-,Gym4men,540,1154761,480196531
1782,A-,J House Vlogs,1187,1486684,1219938106
1783,A-,TV Promos,12556,1102212,1342234664
1784,A-,HKCinema,2906,1015396,601288805
1785,A-,MatheusKauanVEVO,83,4455889,2551177646
1786,A-,Keeper TheTank,2179,50738,21252582
1787,A-,TV3MALAYSIA Official,16487,730477,325671841
1788,A-,8D TUNES,44,1830063,64190948
1789,A-,Noor Stars,361,8535319,984167321
1790,A-,Typhlosion4President,1210,975770,859445125
1791,A-,Новий Канал,11524,2094594,1250830026
1792,A-,MariAndKids,643,1179807,563344985
1793,A-,Toys AndMe,591,9387446,2162794464
1794,A-,Call Me Kevin,484,1250422,219044446
1795,A-,MariahCareyVEVO,155,3299761,3148815118
1796,A-,Tran Bing,279,99049,26962284
1797,A-,Rahasya Talk Show,231,1450981,81968204
1798,A-,Fatos Desconhecidos,1931,9300204,1113479538
1799,A-,Muzik247,1105,1188633,626347397
1800,A-,Cool GAMES,435,570427,388726539
1801,A-,Яндекс.Такси,83,4978,55581493
1802,A-,AVM GANA,1276,NA,224137730
1803,A-,Bengali Fairy Tales,84,943776,309404592
1804,A-,MR.ROMEO,167,519534,182718436
1805,A-,Binggo Kids Tv - Nursery Rhymes,174,1088071,543508385
1806,A-,Pac Pac TV,7,243029,49021638
1807,A-,Super Kids,41,NA,74861954
1808,A-,Cat Tuber,181,767783,515544193
1809,A-,Popular Magazine Indonesia,1762,675886,332854478
1810,A-,Smasher,142,584690,476326791
1811,A-,Bollywood Babes,743,1504831,1079654347
1812,A-,Blu-ray Clips,670,273512,148094678
1813,A-,Pikipoko,6,1016382,579401
1814,A-,DroidGameplaysTV,6022,897935,581203676
1815,A-,Children 3D Nursery Rhymes,109,327876,66298038
1816,A-,NewBadLabel,319,952088,463320052
1817,A-,US Open Tennis Championships,2287,119514,58350951
1818,A-,Söz Dizi,945,2073573,1059154845
1819,A-,F2Freestylers - Ultimate Soccer…,548,8576955,1547255351
1820,A-,NDJ MUSIC,8901,2722256,1446532788
1821,A-,The Daily Show with Trevor Noah,959,3557596,1114084483
1822,A-,SAMSEARN OFFICIAL,2970,875047,261699047
1823,A-,BrawlBRSTMs3 X,31145,427125,1577230609
1824,A-,pressnews tv,54821,1556502,748054958
1825,A-,enakimura,2652,1178637,951557036
1826,A-,Veritas Speak,540,82357,22483769
1827,A-,TMZ,28271,3259014,2949617858
1828,A-,Alka Music,911,1607717,694796148
1829,A-,Life Awesome,145,2397765,532023324
1830,A-,Khandesh Fun,44,2369375,349876500
1831,A-,DORETDEPLATINE,128,3485082,1600231155
1832,A-,Google,2113,6605398,1926644643
1833,A-,Tiny Treasures and Toys,1908,984496,879526862
1834,A-,Chills,131,2389065,327672376
1835,A-,Coca-Cola,2475,2587122,1692536672
1836,A-,Kids World Dream,307,NA,231484375
1837,A-,Riot,1648,469005,211189310
1838,A-,SmartKID Monster,8,1802324,246329400
1839,A-,GAN_13_,286,1210568,310067178
1840,A-,철구형 (CHULTUBE),6820,1096778,990905518
1841,A-,도티 TV,3068,2379953,2143921128
1842,A-,ARY News,39175,1730455,459593881
1843,A-,WorldTopBest Official,38,469925,88994383
1844,A-,KBSEntertain,71732,2075344,2415535239
1845,A-,Animation Love,26,500994,83135529
1846,A-,關鍵時刻,15517,1084609,995005096
1847,A-,Анатолий Шарий,4613,1586398,2187048565
1848,A-,Breakfast Club Power 105.1 FM,2475,2591111,869540039
1849,A-,officialpsy,93,12218000,6904034520
1850,A-,50 Cent,388,6591120,800751403
1851,A-,BabiezTV,253,1516114,581927564
1852,A-,Phương Phương channel,122,NA,62313653
1853,A-,DonOmarVEVO,38,4026076,3334952776
1854,A-,kougeisha,1147,1294139,1971544706
1855,A-,Lord Kruszwil,117,2057493,183954783
1856,A-,DebRyanShow,343,8674759,772227617
1857,A-,SBT Online,23124,5942985,1789359132
1858,A-,Ирина Иваницкая DIY,235,1215694,221620463
1859,A-,RickyMartinVEVO,277,4206656,4288002050
1860,A-,mahzaidi,24,309748,27308922
1861,A-,Technique Life,104,104743,23601496
1862,A-,WhatsApp Status Video Mayank,90,688207,106713403
1863,A-,Disney Channel Brasil,2799,2304664,1002275909
1864,A-,NBA,28738,9729551,4980526055
1865,A-,mister custodian,1281,439443,461059741
1866,A-,Orkun Işıtmak,1191,5525402,1204063306
1867,A-,welovekamikaze,1868,6004518,3090616377
1868,A-,Canal 13,24236,930202,671589638
1869,A-,Shemaroo Kids,1295,1432031,705510585
1870,A-,KhalidVEVO,37,2466294,1192763424
1871,A-,Soh Aib,3768,113265,150886110
1872,A-,MuzikPlay,5943,1468768,1611754487
1873,A-,Mr Amit,191,295652,106809814
1874,A-,Bengali Movies - Angel Digital,9860,1118289,628649917
1875,A-,Hot Buzz,49,144634,81782371
1876,A-,Babili TV Türkçe,37,625739,157835775
1877,A-,Warner Bros. Records,950,3197747,2310921743
1878,A-,Ricardo Galtieri,539,1792651,1166436876
1879,A-,Bhoot Pret Manu Bhaiya Ji,999,162291,54727215
1880,A-,Diva The Series,289,952033,556721221
1881,A-,StarPro,3136,1548216,1461083814
1882,A-,theRadBrad,5624,9277700,3600840629
1883,A-,MULTIMEDIOS,22339,1600819,1898973831
1884,A-,Вечерний Ургант,5427,2488433,1251385683
1885,A-,YouTubeBrasil,133,1264708,65749767
1886,A-,DeToxoMoroxo,322,9043283,1108469877
1887,A-,Fortnite SparkTV,227,1026010,307448826
1888,A-,سوبر سمعة,72,484034,165160526
1889,A-,SBS Entertainment,200928,1809240,1477119313
1890,A-,WAYANG JAWA,1766,NA,174670959
1891,A-,JMMB Films,92,421546,117108593
1892,A-,Pehchan Music,289,3277492,495079530
1893,A-,MrGear,802,9029906,2422376846
1894,A-,Best Moments EVER,186,615021,347183214
1895,A-,Town Production,761,603309,257396918
1896,A-,【レペゼン地球】僕達は更生しました。…,46,1345048,91588310
1897,A-,SuperLuigiLogan,235,2420093,370571408
1898,A-,TikTak Draw,435,3672192,542082258
1899,A-,JamesAVEVO,57,2501374,1190696165
1900,A-,Keller Lokomotion,54,847108,392451947
1901,A-,The Office US,326,713359,402909785
1902,A-,MEGA BANDAS FANS,43,NA,147332705
1903,A-,Bradesco,382,1260112,688481697
1904,A-,Ekta Sound,1435,1061801,391218231
1905,A-,COLORS,228,1791297,412928327
1906,A-,Moto Madness,1031,2591577,576638379
1907,A-,BITAG OFFICIAL,5907,914745,478520223
1908,A-,SENS DE BAHRAIN,838,333336,398912987
1909,A-,TopMax,316,2715500,827904847
1910,A-,Vox,880,4706104,1050074017
1911,A-,SECRET INDIAN TV,679,3533922,455956667
1912,A-,BuddyTravelr,79,19552,24138430
1913,A-,Body Mania,1094,1902419,602739261
1914,A-,TUBERIDES,2395,595050,556028967
1915,A-,ぷろたん日記,1380,891979,492459986
1916,A-,Troom Troom SELECT,316,2502411,517801971
1917,A-,ExtraPolinesios,265,10579031,1872672067
1918,A-,FaZe Rug,1331,10016430,1954647208
1919,A-,Windy Beats,583,179233,73664398
1920,A-,Vikkstar123,4376,5165839,1388482326
1921,A-,Hana Callista,196,889995,317013534
1922,A-,Vlad TV Show,324,1190567,359378079
1923,A-,Steve TV Show,7226,2473965,1344803190
1924,A-,Thisiz Balti,22,2690287,799696178
1925,A-,TRT Çocuk,3101,1516582,1059761227
1926,A-,SHN MOVIES,6,NA,58334990
1927,A-,LHARBA TV,108,260304,21246302
1928,A-,Aventura de Princesas,138,604522,251829616
1929,A-,TIM,67,246470,104893576
1930,A-,SAMAA TV,28132,1996692,803279243
1931,A-,Smile Toys Review,16,NA,120364059
1932,A-,IndiaGlitz Tamil Movies |…,12095,2212189,1332018604
1933,A-,偶像剧场 Idol & Romance,9197,386274,449489200
1934,A-,SERVANDOZL,2076,1160724,1061864818
1935,A-,Boomerang Deutschland,634,491891,262150419
1936,A-,Movie Thread,1131,283974,167912396
1937,A-,TheBeatlesVEVO,35,1363909,867703946
1938,A-,Nek Music Tv,1275,2080731,1925551955
1939,A-,Lama Faché,568,4047841,893665393
1940,A-,Nick Jr. Россия,273,930837,521489125
1941,A-,Royal Music Gang,61,NA,134636371
1942,A-,Gordon Ramsay,701,7346522,1191388695
1943,A-,whinderssonnunes,349,31332790,2574018722
1944,A-,ดอยแม่สลอง…,190,831187,214491599
1945,A-,PAW Patrol Official,87,96285,78164491
1946,A-,Lil Peep,17,2361153,569851197
1947,A-,BrunoEMarroneVEVO,173,854274,802867130
1948,A-,Tarang Music,2910,734784,225061336
1949,A-,laSexta,12510,986200,1157329445
1950,A-,Landon,1099,1773601,174651246
1951,A-,Facia Üçlü,116,1231479,371034126
1952,A-,Tfue,357,3725266,186096070
1953,A-,Juke Dock,235,1589763,421090657
1954,A-,Fun & Diversion,121,246631,69393596
1955,A-,PhonePe,72,12711,613379396
1956,A-,DinoSU,67,NA,44063771
1957,A-,ЕвгенБро,725,2384271,854748345
1958,A-,Ami Rodriguez,231,7526004,857911486
1959,A-,msvogue23,10,701976,719591157
1960,A-,Bikini Ifrit,377,648951,209006274
1961,A-,AkonVEVO,35,3730269,2505457709
1962,A-,Jessy & Miles ToysReview,94,NA,197914812
1963,A-,RicardoArjonaVEVO,129,1401142,1206784421
1964,A-,Knallerfrauen,711,1000732,942908463
1965,A-,헤이지니 Hey Jini,475,1166150,455023697
1966,A-,El Sobky Production - السبكي,208,2738745,1613586939
1967,A-,شبكة العاب العرب |…,1801,2839020,458626808
1968,A-,VIP KHABAR,774,NA,174553346
1969,A-,Historias de Juguetes,605,2330795,991468240
1970,A-,IN LAWYERS,31,226303,38568475
1971,A-,Happy Channel,1725,2130839,961616516
1972,A-,Coloring And Puzzles With Tia,273,369036,120761340
1973,A-,CAPTAIN Movies HD,449,1972515,500099891
1974,A-,The Noite com Danilo Gentili,5653,5483284,1400838030
1975,A-,SunnyKidsTV,36,3201317,1186348284
1976,A-,OGGY,437,2493631,1468087198
1977,A-,jaquar,87,89360,23182446
1978,A-,BabyBus - 子供の歌 -…,1494,527940,329101053
1979,A-,BIHARIWOOD -…,6148,1469586,641871894
1980,A-,Барбоскины,509,3744139,4544405185
1981,A-,Jazzghost,2999,6585445,1340960733
1982,A-,Como dice el dicho,987,1843270,722689202
1983,A-,DSA RECORD,144,529439,250218672
1984,A-,Werevertumorro,1035,16079323,2512967904
1985,A-,SkyrockFM,2748,2374116,834023903
1986,A-,justintimberlakeVEVO,65,6771155,3576006435
1987,A-,ETV Dhee,497,1624513,700000695
1988,A-,Yasin Pehlivan,1369,656047,246892237
1989,A-,Joelma e 3 vidas,28,1165805,218921145
1990,A-,API Malayalam,9463,875973,792179118
1991,A-,OficialMana,115,2726029,2445278967
1992,A-,Toy Jelly,1201,2142162,809329458
1993,A-,Amit ki Funny,33,86683,19703310
1994,A-,Saregama TVShows,10309,670144,475746475
1995,A-,Filmi Jhankar,119,446999,142279967
1996,A-,Big Marvel,281,5269803,574998141
1997,A-,CrazyDek,78,1227432,370211442
1998,A-,H2ODelirious,1560,11157119,2494658095
1999,A-,XpressTV,268,8789992,1395979116
2000,A-,Skrillex,162,17951538,4728194776
2001,A-,Juan De Dios Pantoja,121,11911566,739812571
2002,A-,YOYO DODI,147,586968,229970070
2003,A-,Фильмы и Сериалы…,364,1031647,1295561334
2004,A-,The Voice Kids,467,3932663,2201503834
2005,A-,Cheers!,56,597597,64286627
2006,A-,Universal Pictures,700,1908802,1278241653
2007,A-,The Axel Show,571,550632,794144543
2008,A-,Top Gear,1085,5994199,1960523399
2009,A-,Tips Buddy,277,1112395,127659516
2010,A-,Yasmin Verissimo,31,1765908,403999935
2011,A-,Kitchen Nightmares,873,2632490,1414504580
2012,A-,Crescendo com Luluca,473,3391947,599599269
2013,A-,Desi Music Factory,52,3620635,836086575
2014,A-,Indeed,399,NA,164591054
2015,A-,djvlad,12755,2504732,1735318031
2016,A-,Liza Koshy,148,16015445,1822797538
2017,A-,ZaynVEVO,43,6488771,2363345307
2018,A-,Minik Tv,51,NA,68342968
2019,A-,Мувики.рф — сцены…,348,319110,168326149
2020,A-,TRUYỆN CỔ TÍCH VIỆT NAM,466,820317,431431044
2021,A-,TAEEXZENFIRE,1350,4118649,810901750
2022,A-,مصطفى الخاني | Mustafa…,454,516867,321898524
2023,A-,Macklemore LLC,127,6497711,3121146533
2024,A-,Área Secreta,620,6872358,828779300
2025,A-,Arab in USA,27,NA,42726677
2026,A-,Christina Perri,100,4099544,1931895353
2027,A-,Clash of Clans,234,12925023,1496306140
2028,A-,Princess ToysReview,501,1607289,835936722
2029,A-,天下有景,5439,16735,19458598
2030,A-,HawkFeed,1108,1318444,205949046
2031,A-,Badanamu,332,1300755,1264306941
2032,A-,EverythingApplePro,1456,6074186,1457929874
2033,A-,Bratayley,2438,6761228,3441670583
2034,A-,Chickypie,434,2536554,611782633
2035,A-,Spiritual Mantra,1223,1841044,456874310
2036,A-,French Montana - Topic,829,38456,51086047
2037,A-,Musicancion,328,528969,801538131
2038,A-,Quantum Tech HD,143,873217,195054848
2039,A-,AlArabiya قناة العربية,50924,2860343,1411793784
2040,A-,Memeulous,317,2301079,433165999
2041,B+,CarlosRiveraVEVO,141,943408,753287629
2042,B+,Wow Cartoons,161,514130,173259391
2043,B+,Avşar Film,1541,673261,401453542
2044,B+,VH1,4493,1432258,851373637
2045,B+,Manorama News,102344,1136547,767612793
2046,B+,Master David,22,794799,181662848
2047,B+,ЛитлБой Адам,462,767321,278973337
2048,B+,しばなんチャンネル,380,1779397,713393817
2049,B+,CalibreCincuentaVEVO,54,2947373,2079903525
2050,B+,Baby Bear Juguetes y Sorpresas,116,885500,50200959
2051,B+,Saas Bahu aur Saazish,13165,1183004,660989752
2052,B+,Shopee Thailand,97,78380,156384924
2053,B+,BollywoodSongs24/7,346,1047248,503724643
2054,B+,Chanda,6906,2369246,676834824
2055,B+,GreeicyVEVO,2,817020,258897325
2056,B+,Authentic Boy'Z,8,60721,19626116
2057,B+,Chili World,65,515379,809967313
2058,B+,BackstreetBoysVEVO,61,1958161,1742983289
2059,B+,3BEPbEaero,9,17882,19415310
2060,B+,ÂN BEAT,69,194703,86434860
2061,B+,KidsMeSong…,296,1934804,847511564
2062,B+,أسرار لم تكن تعرفها,541,2408837,430241683
2063,B+,The Amazing World of Gumball,364,504376,300626089
2064,B+,FactTechz,144,5436273,347705146
2065,B+,PS TAMIL SONGS,2936,NA,243626688
2066,B+,PTXofficial,141,15520551,3436582892
2067,B+,ワタナベマホト,639,2247670,731782797
2068,B+,LOL Network,389,2712992,392180101
2069,B+,Unutulmayan Diziler,2846,611182,622423922
2070,B+,Videogyan Kids Shows - Cartoon…,134,2005187,1011196359
2071,B+,Aaron Esser,205,1905890,613221047
2072,B+,Kênh TodayTV,3323,627126,388485071
2073,B+,Aj Art Production - عاج…,1000,1105151,1020123871
2074,B+,Oficial.Tatiana,506,1812536,830782676
2075,B+,RomanAtwoodVlogs,1532,14872281,4797790703
2076,B+,RaymixVEVO,11,198381,605663113
2077,B+,บรรจง,27,318576,109708405
2078,B+,ElChurches,1593,4780519,1207595324
2079,B+,Viih Tube,385,6014311,408088765
2080,B+,captain entertainment,5,71335,22253484
2081,B+,Wrestling Zone,164,1325186,306926350
2082,B+,KMH TV,190,289093,97520864
2083,B+,هل تعلم ! Did you know,404,1860908,371816974
2084,B+,Guntur Talkies,1779,NA,204570844
2085,B+,Rajasthani Sangeet,187,496409,81659419
2086,B+,Fun Family Three Ava Isla and…,777,1124962,971351788
2087,B+,Kyoot,1687,2213948,1259930126
2088,B+,MC Naveed - Minecraft & Roblox and…,1088,1185487,630117939
2089,B+,Tv9 Kannada,22800,1512995,563515050
2090,B+,Ultra Movie Parlour,1055,2236377,748698606
2091,B+,Os Amiguinhos,310,2560517,838197262
2092,B+,RT Arabic,56185,1909901,1002985721
2093,B+,SB Maffija,816,1200395,801043357
2094,B+,Mr. Marmok,212,6638198,926951542
2095,B+,Meshwa Films,630,814708,254783784
2096,B+,Biper y sus Amigos,34,1886069,553005700
2097,B+,SeanChou Music Channel,1708,772545,666647971
2098,B+,Operación Triunfo Oficial,2735,609021,703996519
